GMID,Name,School,Year,PercShotS2P,S2PPer,PercShotl2P,L2PPer,PercL2PLC,PercShot3P,ThreePer,Perc3PLC
24256,Perry Ellis,Kansas,2013,58.06%,66.67%,35.48%,36.36%,18.18%,6.45%,50.00%,25.00%
24256,Perry Ellis,Kansas,2014,33.71%,60.00%,59.55%,35.85%,35.10%,6.74%,16.67%,13.64%
24256,Perry Ellis,Kansas,2015,32.86%,52.17%,45.71%,43.75%,20.65%,21.43%,33.33%,25.86%
24257,Archie Goodwin,Kentucky,2012,40.91%,63.89%,42.05%,27.03%,31.36%,17.05%,13.33%,23.44%
24258,Rasheed Sulaimon,Duke,2012,19.51%,25.00%,36.59%,33.33%,27.52%,43.90%,38.89%,27.27%
24258,Rasheed Sulaimon,Duke,2013,14.75%,44.44%,39.34%,33.33%,28.24%,45.90%,35.71%,30.11%
24258,Rasheed Sulaimon,Duke,2014,16.67%,0.00%,53.33%,6.25%,43.24%,30.00%,33.33%,15.79%
24258,Rasheed Sulaimon,Maryland,2015,12.12%,62.50%,46.97%,35.48%,29.52%,40.91%,33.33%,20.30%
24259,Shaquille Cleare,Maryland,2012,42.11%,75.00%,57.89%,54.55%,23.40%,0.00%,NA,NA
24259,Shaquille Cleare,Maryland,2013,61.54%,62.50%,38.46%,60.00%,23.81%,0.00%,NA,NA
24259,Shaquille Cleare,Texas,2015,14.29%,75.00%,85.71%,50.00%,53.33%,0.00%,NA,NA
24259,Shaquille Cleare,Texas,2016,13.46%,71.43%,86.54%,53.33%,36.59%,0.00%,NA,0.00%
24260,Daniel Ochefu,Villanova,2012,64.29%,66.67%,32.14%,22.22%,34.62%,3.57%,0.00%,50.00%
24260,Daniel Ochefu,Villanova,2013,61.11%,68.18%,38.89%,21.43%,43.75%,0.00%,NA,0.00%
24260,Daniel Ochefu,Villanova,2014,65.45%,72.22%,34.55%,63.16%,42.22%,0.00%,NA,NA
24260,Daniel Ochefu,Villanova,2015,61.64%,71.11%,38.36%,42.86%,37.84%,0.00%,NA,NA
24261,L.J. Rose,Baylor,2012,33.33%,0.00%,50.00%,33.33%,20.00%,16.67%,0.00%,12.50%
24261,L.J. Rose,Houston,2013,18.18%,30.00%,54.55%,46.67%,35.29%,27.27%,40.00%,23.81%
24261,L.J. Rose,Houston,2014,17.24%,50.00%,34.48%,45.00%,34.48%,48.28%,32.14%,34.57%
24261,L.J. Rose,Houston,2015,NA,NA,NA,NA,0.00%,NA,NA,0.00%
24261,L.J. Rose,Brigham Young,2016,NA,NA,NA,NA,0.00%,NA,NA,0.00%
24262,Marcus Paige,North Carolina,2012,2.33%,100.00%,51.16%,31.82%,23.66%,46.51%,30.00%,19.23%
24262,Marcus Paige,North Carolina,2013,10.45%,28.57%,50.75%,44.12%,22.22%,38.81%,61.54%,13.33%
24262,Marcus Paige,North Carolina,2014,14.29%,45.45%,33.77%,26.92%,20.00%,51.95%,35.00%,16.81%
24262,Marcus Paige,North Carolina,2015,6.25%,50.00%,31.25%,30.00%,13.89%,62.50%,35.00%,12.74%
24263,Yogi Ferrell,Indiana,2012,25.00%,45.45%,29.55%,38.46%,21.67%,45.45%,25.00%,28.17%
24263,Yogi Ferrell,Indiana,2013,15.89%,52.94%,31.78%,20.59%,36.56%,52.34%,44.64%,25.45%
24263,Yogi Ferrell,Indiana,2014,28.68%,35.90%,23.53%,28.13%,36.36%,47.79%,41.54%,32.99%
24263,Yogi Ferrell,Indiana,2015,21.00%,57.14%,35.00%,42.86%,30.17%,44.00%,36.36%,23.40%
24264,Jarnell Stokes,Tennessee,2011,37.50%,88.89%,62.50%,40.00%,30.00%,0.00%,NA,0.00%
24264,Jarnell Stokes,Tennessee,2012,59.72%,53.49%,40.28%,20.69%,34.52%,0.00%,NA,NA
24264,Jarnell Stokes,Tennessee,2013,32.38%,61.76%,67.62%,35.21%,38.17%,0.00%,NA,NA
24265,Kyle Anderson,UCLA,2012,33.33%,54.55%,57.58%,26.32%,27.94%,9.09%,16.67%,17.65%
24265,Kyle Anderson,UCLA,2013,17.98%,56.25%,68.54%,47.54%,27.73%,13.48%,41.67%,20.69%
24266,Alex Poythress,Kentucky,2012,38.00%,84.21%,44.00%,22.73%,29.33%,18.00%,33.33%,27.27%
24266,Alex Poythress,Kentucky,2013,42.55%,90.00%,31.91%,13.33%,27.27%,25.53%,25.00%,36.36%
24266,Alex Poythress,Kentucky,2014,33.33%,75.00%,41.67%,20.00%,35.71%,25.00%,0.00%,42.86%
24266,Alex Poythress,Kentucky,2015,50.00%,76.00%,36.00%,44.44%,28.57%,14.00%,57.14%,30.43%
24267,"Robert Carter, Jr.",Georgia Tech,2012,11.27%,50.00%,66.20%,40.43%,35.07%,22.54%,37.50%,25.00%
24267,"Robert Carter, Jr.",Georgia Tech,2013,17.54%,50.00%,56.14%,43.75%,32.65%,26.32%,33.33%,28.85%
24267,"Robert Carter, Jr.",Maryland,2015,22.62%,52.63%,52.38%,52.27%,33.85%,25.00%,57.14%,27.27%
24268,Rico Gathers,Baylor,2012,57.14%,40.00%,42.86%,20.00%,38.46%,0.00%,NA,NA
24268,Rico Gathers,Baylor,2013,55.36%,41.94%,44.64%,40.00%,60.98%,0.00%,NA,NA
24268,Rico Gathers,Baylor,2014,54.32%,72.73%,45.68%,21.62%,40.22%,0.00%,NA,NA
24268,Rico Gathers,Baylor,2015,41.43%,55.17%,58.57%,19.51%,39.81%,0.00%,NA,0.00%
24269,D'Vauntes Smith-Rivera,Georgetown,2012,16.67%,35.71%,40.48%,35.29%,58.62%,42.86%,30.56%,34.29%
24269,D'Vauntes Smith-Rivera,Georgetown,2013,19.05%,50.00%,50.48%,47.17%,34.19%,30.48%,40.63%,20.00%
24269,D'Vauntes Smith-Rivera,Georgetown,2014,11.46%,54.55%,58.33%,33.93%,44.09%,30.21%,34.48%,16.76%
24269,D'Vauntes Smith-Rivera,Georgetown,2015,17.50%,61.90%,40.83%,46.94%,41.88%,41.67%,28.00%,22.62%
24270,Hanner Mosquera-Perea,Indiana,2012,60.00%,33.33%,40.00%,0.00%,66.67%,0.00%,NA,NA
24270,Hanner Mosquera-Perea,Indiana,2013,85.71%,50.00%,14.29%,0.00%,14.29%,0.00%,NA,NA
24270,Hanner Mosquera-Perea,Indiana,2014,53.13%,70.59%,46.88%,26.67%,45.45%,0.00%,NA,NA
24270,Hanner Mosquera-Perea,East Tennessee State,2016,69.05%,55.17%,28.57%,50.00%,27.27%,2.38%,0.00%,100.00%
24271,Savon Goodman,UNLV,2012,77.78%,42.86%,11.11%,0.00%,16.67%,11.11%,0.00%,25.00%
24271,Savon Goodman,Arizona State,2014,64.71%,60.61%,35.29%,50.00%,36.00%,0.00%,NA,NA
24271,Savon Goodman,Arizona State,2015,80.00%,70.00%,16.00%,25.00%,22.22%,4.00%,0.00%,50.00%
24272,J.P. Tokoto,North Carolina,2012,0.00%,NA,62.50%,60.00%,10.00%,37.50%,0.00%,30.00%
24272,J.P. Tokoto,North Carolina,2013,14.29%,60.00%,54.29%,36.84%,12.75%,31.43%,18.18%,33.33%
24272,J.P. Tokoto,North Carolina,2014,3.92%,100.00%,80.39%,36.59%,23.03%,15.69%,62.50%,25.00%
24273,Joel James,North Carolina,2012,28.57%,50.00%,71.43%,20.00%,13.16%,0.00%,NA,NA
24273,Joel James,North Carolina,2013,20.00%,0.00%,80.00%,0.00%,11.11%,0.00%,NA,NA
24273,Joel James,North Carolina,2014,21.74%,80.00%,78.26%,55.56%,26.09%,0.00%,NA,NA
24273,Joel James,North Carolina,2015,0.00%,NA,100.00%,50.00%,15.00%,0.00%,NA,NA
24274,Ryan Arcidiacono,Villanova,2012,1.22%,100.00%,23.17%,42.11%,29.23%,75.61%,30.65%,30.24%
24274,Ryan Arcidiacono,Villanova,2013,14.49%,40.00%,34.78%,37.50%,32.88%,50.72%,37.14%,20.83%
24274,Ryan Arcidiacono,Villanova,2014,13.89%,20.00%,29.17%,42.86%,25.30%,56.94%,26.83%,30.60%
24274,Ryan Arcidiacono,Villanova,2015,13.13%,61.54%,38.38%,39.47%,34.55%,48.48%,35.42%,25.13%
24275,Marcus Smart,Oklahoma State,2012,12.64%,54.55%,42.53%,21.62%,31.09%,44.83%,17.95%,30.71%
24275,Marcus Smart,Oklahoma State,2013,26.51%,72.73%,27.71%,13.04%,28.75%,45.78%,34.21%,24.52%
24276,Rosco Allen,Stanford,2012,26.09%,66.67%,47.83%,27.27%,37.93%,26.09%,33.33%,30.00%
24276,Rosco Allen,Stanford,2013,NA,NA,NA,NA,NA,NA,NA,NA
24276,Rosco Allen,Stanford,2014,29.79%,50.00%,25.53%,33.33%,27.27%,44.68%,38.10%,21.88%
24276,Rosco Allen,Stanford,2015,30.48%,43.75%,21.90%,34.78%,38.98%,47.62%,32.00%,30.12%
24277,Matt Costello,Michigan State,2012,75.00%,66.67%,25.00%,0.00%,18.18%,0.00%,NA,NA
24277,Matt Costello,Michigan State,2013,65.00%,92.31%,35.00%,14.29%,46.67%,0.00%,NA,NA
24277,Matt Costello,Michigan State,2014,56.86%,68.97%,41.18%,28.57%,43.75%,1.96%,0.00%,25.00%
24277,Matt Costello,Michigan State,2015,48.15%,69.23%,50.00%,22.22%,31.03%,1.85%,100.00%,20.00%
24278,Jeremy Hollowell,Indiana,2012,22.22%,50.00%,27.78%,40.00%,33.33%,50.00%,22.22%,32.14%
24278,Jeremy Hollowell,Indiana,2013,33.33%,35.71%,33.33%,35.71%,30.43%,33.33%,21.43%,43.75%
24278,Jeremy Hollowell,Georgia State,2015,18.97%,63.64%,41.38%,43.75%,34.04%,39.66%,32.61%,43.40%
24278,Jeremy Hollowell,Georgia State,2016,21.60%,55.56%,32.00%,45.00%,30.30%,46.40%,31.03%,32.95%
24279,Winston Shepard,San Diego State,2012,15.79%,33.33%,55.26%,52.38%,33.87%,28.95%,36.36%,42.31%
24279,Winston Shepard,San Diego State,2013,21.92%,56.25%,61.64%,26.67%,30.41%,16.44%,16.67%,35.29%
24279,Winston Shepard,San Diego State,2014,23.86%,52.38%,54.55%,35.42%,33.80%,21.59%,10.53%,38.00%
24279,Winston Shepard,San Diego State,2015,22.68%,40.91%,61.86%,18.33%,38.71%,15.46%,13.33%,34.09%
24280,Xavier Johnson,Colorado,2012,27.42%,58.82%,33.87%,23.81%,38.89%,38.71%,58.33%,42.86%
24280,Xavier Johnson,Colorado,2013,33.33%,53.57%,25.00%,42.86%,31.34%,41.67%,25.71%,34.31%
24280,Xavier Johnson,Colorado,2014,36.51%,43.48%,17.46%,27.27%,22.45%,46.03%,34.48%,36.71%
24280,Xavier Johnson,Colorado,2016,27.94%,57.89%,30.88%,38.10%,24.71%,41.18%,32.14%,27.45%
24281,Nino Jackson,Loyola Marymount,2013,0.00%,NA,50.00%,0.00%,14.29%,50.00%,0.00%,14.29%
24282,J-Mychal Reese,Texas A&M,2012,17.07%,35.71%,52.44%,32.56%,43.43%,30.49%,32.00%,46.30%
24282,J-Mychal Reese,Texas A&M,2013,15.38%,50.00%,61.54%,12.50%,57.14%,23.08%,66.67%,42.86%
24282,J-Mychal Reese,North Texas,2015,17.00%,52.94%,48.00%,50.00%,27.27%,35.00%,25.71%,28.23%
24282,J-Mychal Reese,North Texas,2016,18.99%,53.33%,54.43%,30.23%,38.74%,26.58%,57.14%,33.87%
24283,Braxton Ogbueze,Florida,2012,100.00%,0.00%,0.00%,NA,0.00%,0.00%,NA,0.00%
24283,Braxton Ogbueze,Charlotte,2014,15.38%,30.00%,33.85%,13.64%,25.29%,50.77%,36.36%,27.27%
24283,Braxton Ogbueze,Charlotte,2015,2.70%,50.00%,28.38%,14.29%,21.00%,68.92%,45.10%,20.00%
24283,Braxton Ogbueze,Charlotte,2016,2.22%,0.00%,33.33%,26.67%,20.00%,64.44%,34.48%,17.16%
24284,Michael Frazier,Florida,2012,7.14%,0.00%,7.14%,0.00%,22.22%,85.71%,41.67%,24.24%
24284,Michael Frazier,Florida,2013,12.73%,57.14%,14.55%,50.00%,28.57%,72.73%,40.00%,18.02%
24284,Michael Frazier,Florida,2014,15.56%,57.14%,24.44%,18.18%,29.73%,60.00%,33.33%,18.00%
24286,Torian Graham,Arizona State,2016,20.20%,85.00%,25.25%,32.00%,18.80%,54.55%,27.78%,19.35%
24287,Willie Cauley-Stein,Kentucky,2012,45.24%,89.47%,54.76%,26.09%,33.82%,0.00%,NA,NA
24287,Willie Cauley-Stein,Kentucky,2013,47.06%,68.75%,52.94%,27.78%,23.38%,0.00%,NA,NA
24287,Willie Cauley-Stein,Kentucky,2014,41.67%,75.00%,58.33%,50.00%,31.82%,0.00%,NA,NA
24288,Cameron Biedscheid,Notre Dame,2012,12.00%,33.33%,32.00%,31.25%,36.36%,56.00%,21.43%,24.35%
24288,Cameron Biedscheid,Jacksonville State,2015,0.00%,NA,44.44%,25.00%,44.44%,55.56%,40.00%,27.78%
24289,Damien Wilson,Memphis,2012,28.57%,100.00%,57.14%,50.00%,40.00%,14.29%,0.00%,20.00%
24289,Damien Wilson,Memphis,2013,33.33%,100.00%,0.00%,NA,0.00%,66.67%,0.00%,28.57%
24289,Damien Wilson,Kennesaw State,2014,27.40%,45.00%,43.84%,37.50%,37.65%,28.77%,9.52%,51.22%
24290,Montrezl Harrell,Louisville,2012,58.06%,55.56%,41.94%,7.69%,34.21%,0.00%,NA,NA
24290,Montrezl Harrell,Louisville,2013,49.25%,69.70%,46.27%,45.16%,30.39%,4.48%,66.67%,100.00%
24290,Montrezl Harrell,Louisville,2014,43.53%,81.08%,48.24%,36.59%,36.94%,8.24%,14.29%,20.59%
24291,Justin Anderson,Virginia,2012,24.66%,44.44%,36.99%,25.93%,42.86%,38.36%,25.00%,45.16%
24291,Justin Anderson,Virginia,2013,12.50%,44.44%,40.28%,31.03%,49.15%,47.22%,32.35%,37.78%
24291,Justin Anderson,Virginia,2014,21.59%,63.16%,30.68%,14.81%,56.25%,47.73%,45.24%,40.38%
24292,T.J. Warren,NC State,2012,24.64%,70.59%,60.87%,50.00%,33.33%,14.49%,60.00%,37.04%
24292,T.J. Warren,NC State,2013,17.68%,75.86%,59.76%,42.86%,37.84%,22.56%,27.03%,39.78%
24293,Evan Nolte,Virginia,2012,11.54%,33.33%,17.31%,22.22%,45.00%,71.15%,40.54%,35.58%
24293,Evan Nolte,Virginia,2013,14.29%,50.00%,14.29%,100.00%,66.67%,71.43%,30.00%,23.26%
24293,Evan Nolte,Virginia,2014,4.76%,0.00%,7.14%,66.67%,33.33%,88.10%,32.43%,51.39%
24293,Evan Nolte,Virginia,2015,26.09%,50.00%,13.04%,33.33%,42.86%,60.87%,21.43%,45.16%
24294,A.J. Hammons,Purdue,2012,40.32%,84.00%,59.68%,27.03%,26.24%,0.00%,NA,NA
24294,A.J. Hammons,Purdue,2013,30.77%,75.00%,65.38%,32.35%,25.56%,3.85%,0.00%,40.00%
24294,A.J. Hammons,Purdue,2014,36.14%,70.00%,62.65%,36.54%,32.70%,1.20%,0.00%,14.29%
24294,A.J. Hammons,Purdue,2015,27.78%,95.00%,68.06%,38.78%,27.68%,4.17%,66.67%,27.27%
24296,Jordan Adams,UCLA,2012,14.29%,62.50%,53.57%,43.33%,21.74%,32.14%,16.67%,13.53%
24296,Jordan Adams,UCLA,2013,34.85%,65.22%,36.36%,58.33%,17.02%,28.79%,47.37%,13.01%
24297,Omar Calhoun,Connecticut,2012,13.46%,42.86%,30.77%,43.75%,35.56%,55.77%,31.03%,28.43%
24297,Omar Calhoun,Connecticut,2013,16.28%,57.14%,25.58%,36.36%,45.83%,58.14%,20.00%,37.31%
24297,Omar Calhoun,Connecticut,2014,14.49%,30.00%,39.13%,37.04%,67.50%,46.38%,43.75%,42.11%
24297,Omar Calhoun,Connecticut,2015,12.77%,50.00%,29.79%,21.43%,50.00%,57.45%,44.44%,39.13%
24298,Elijah Macon,West Virginia,2014,46.43%,61.54%,53.57%,26.67%,50.00%,0.00%,NA,NA
24298,Elijah Macon,West Virginia,2015,37.93%,54.55%,62.07%,33.33%,48.65%,0.00%,NA,NA
24298,Elijah Macon,West Virginia,2016,26.83%,72.73%,73.17%,46.67%,38.96%,0.00%,NA,NA
24299,Katin Reinhardt,UNLV,2012,5.88%,33.33%,27.45%,14.29%,15.56%,66.67%,35.29%,19.88%
24299,Katin Reinhardt,USC,2014,19.12%,7.69%,44.12%,33.33%,24.00%,36.76%,24.00%,16.34%
24299,Katin Reinhardt,USC,2015,16.67%,45.45%,39.39%,46.15%,26.80%,43.94%,41.38%,18.01%
24299,Katin Reinhardt,Marquette,2016,9.23%,83.33%,32.31%,52.38%,33.87%,58.46%,31.58%,27.34%
24300,James Robinson,Pittsburgh,2012,12.68%,44.44%,56.34%,37.50%,63.49%,30.99%,27.27%,55.00%
24300,James Robinson,Pittsburgh,2013,8.14%,28.57%,43.02%,29.73%,43.53%,48.84%,38.10%,65.63%
24300,James Robinson,Pittsburgh,2014,12.35%,40.00%,53.09%,27.91%,39.81%,34.57%,28.57%,30.11%
24300,James Robinson,Pittsburgh,2015,10.68%,45.45%,35.92%,27.03%,30.08%,53.40%,30.91%,47.41%
24301,Julius Randle,Kentucky,2013,34.69%,70.59%,57.14%,30.36%,28.87%,8.16%,12.50%,44.44%
24302,Jabari Parker,Duke,2013,32.11%,74.29%,38.53%,33.33%,20.59%,29.36%,34.38%,31.07%
24303,Nerlens Noel,Kentucky,2012,61.11%,63.64%,38.89%,42.86%,21.21%,0.00%,NA,NA
24304,Kuran Iverson,Memphis,2013,22.22%,100.00%,33.33%,0.00%,21.43%,44.44%,25.00%,44.44%
24304,Kuran Iverson,Memphis,2014,NA,NA,NA,NA,0.00%,NA,NA,0.00%
24304,Kuran Iverson,Rhode Island,2015,20.25%,62.50%,54.43%,30.23%,48.31%,25.32%,45.00%,48.78%
24304,Kuran Iverson,Rhode Island,2016,27.14%,57.89%,32.86%,39.13%,30.26%,40.00%,21.43%,34.57%
24305,Chris Thomas,Marshall,2013,29.69%,57.89%,31.25%,35.00%,26.67%,39.06%,28.00%,29.41%
24305,Chris Thomas,Texas Southern,2014,NA,NA,NA,NA,0.00%,NA,NA,0.00%
24305,Chris Thomas,Texas Southern,2015,46.73%,64.00%,31.78%,17.65%,35.79%,21.50%,30.43%,42.59%
24306,Andrew Harrison,Kentucky,2013,28.57%,60.00%,42.86%,24.44%,35.71%,28.57%,33.33%,31.91%
24306,Andrew Harrison,Kentucky,2014,18.75%,25.00%,46.88%,26.67%,30.93%,34.38%,36.36%,24.72%
24307,Keith Frazier,Southern Methodist,2013,5.45%,33.33%,32.73%,16.67%,43.90%,61.82%,44.12%,34.34%
24307,Keith Frazier,Southern Methodist,2014,15.15%,40.00%,30.30%,40.00%,25.00%,54.55%,38.89%,27.69%
24307,Keith Frazier,Southern Methodist,2015,8.70%,50.00%,43.48%,30.00%,35.71%,47.83%,18.18%,30.56%
24307,Keith Frazier,North Texas,2016,0.00%,NA,50.00%,0.00%,25.00%,50.00%,100.00%,10.53%
24307,Keith Frazier,UTEP,2017,5.71%,50.00%,28.57%,30.00%,29.41%,65.71%,30.43%,20.18%
24308,Aaron Gordon,Arizona,2013,30.26%,78.26%,60.53%,15.22%,28.75%,9.21%,42.86%,15.56%
24309,Aaron Harrison,Kentucky,2013,14.06%,66.67%,42.19%,38.89%,38.57%,43.75%,25.00%,32.18%
24309,Aaron Harrison,Kentucky,2014,8.05%,28.57%,37.93%,30.30%,34.74%,54.02%,25.53%,26.11%
24312,Chris Walker (2),Florida,2013,66.67%,50.00%,33.33%,0.00%,20.00%,0.00%,NA,NA
24312,Chris Walker (2),Florida,2014,62.16%,65.22%,37.84%,21.43%,34.15%,0.00%,NA,0.00%
24313,Malik Martin,USC,2014,35.00%,71.43%,30.00%,50.00%,20.00%,35.00%,42.86%,33.33%
24313,Malik Martin,USC,2015,80.00%,0.00%,0.00%,NA,0.00%,20.00%,0.00%,25.00%
24313,Malik Martin,South Florida,2017,52.63%,56.67%,26.32%,46.67%,44.12%,21.05%,41.67%,63.16%
24314,Austin Colbert,Illinois,2013,50.00%,100.00%,33.33%,0.00%,20.00%,16.67%,0.00%,33.33%
24314,Austin Colbert,Illinois,2014,40.00%,100.00%,40.00%,0.00%,18.18%,20.00%,100.00%,25.00%
24314,Austin Colbert,Hampton,2017,30.77%,75.00%,23.08%,16.67%,28.57%,46.15%,8.33%,38.71%
24316,Isaac Hamilton,UCLA,2014,3.28%,50.00%,50.82%,29.03%,27.93%,45.90%,32.14%,20.59%
24316,Isaac Hamilton,UCLA,2015,22.03%,53.85%,49.15%,51.72%,21.48%,28.81%,64.71%,13.71%
24316,Isaac Hamilton,UCLA,2016,26.67%,66.67%,33.33%,33.33%,13.64%,40.00%,61.11%,9.68%
24317,Kasey Hill,Florida,2013,12.00%,33.33%,24.00%,16.67%,16.67%,64.00%,6.25%,47.06%
24317,Kasey Hill,Florida,2014,30.26%,47.83%,55.26%,23.81%,45.65%,14.47%,27.27%,37.93%
24317,Kasey Hill,Florida,2015,17.46%,54.55%,58.73%,21.62%,35.92%,23.81%,33.33%,23.44%
24317,Kasey Hill,Florida,2016,18.97%,18.18%,65.52%,15.79%,29.46%,15.52%,33.33%,24.32%
24318,Matt Jones,Duke,2013,18.75%,66.67%,31.25%,60.00%,35.71%,50.00%,12.50%,40.00%
24318,Matt Jones,Duke,2014,31.48%,58.82%,14.81%,25.00%,29.63%,53.70%,41.38%,32.22%
24318,Matt Jones,Duke,2015,15.19%,58.33%,22.78%,44.44%,33.96%,62.03%,36.73%,26.78%
24318,Matt Jones,Duke,2016,14.29%,50.00%,32.14%,33.33%,50.00%,53.57%,26.67%,21.90%
24319,Troy Williams,Indiana,2013,30.77%,58.33%,30.77%,33.33%,31.58%,38.46%,26.67%,51.72%
24319,Troy Williams,Indiana,2014,54.17%,51.28%,33.33%,45.83%,31.58%,12.50%,55.56%,69.23%
24319,Troy Williams,Indiana,2015,45.88%,58.97%,18.82%,31.25%,29.63%,35.29%,26.67%,40.00%
24320,Deonte Burton (2),Marquette,2013,26.19%,72.73%,66.67%,28.57%,29.47%,7.14%,33.33%,37.50%
24320,Deonte Burton (2),Marquette,2014,75.00%,33.33%,25.00%,50.00%,25.00%,0.00%,NA,0.00%
24320,Deonte Burton (2),Iowa State,2015,51.61%,81.25%,35.48%,18.18%,19.30%,12.90%,25.00%,10.53%
24320,Deonte Burton (2),Iowa State,2016,16.07%,66.67%,53.57%,43.33%,27.65%,30.36%,52.94%,30.36%
24321,Marc Loving,Ohio State,2013,25.71%,22.22%,37.14%,38.46%,46.43%,37.14%,53.85%,22.41%
24321,Marc Loving,Ohio State,2014,13.04%,50.00%,43.48%,10.00%,34.48%,43.48%,40.00%,19.61%
24321,Marc Loving,Ohio State,2015,14.56%,53.33%,39.81%,29.27%,36.61%,45.63%,25.53%,30.32%
24321,Marc Loving,Ohio State,2016,7.55%,25.00%,45.28%,33.33%,26.09%,47.17%,36.00%,17.86%
24322,Collin Hartman,Indiana,2013,0.00%,NA,100.00%,0.00%,25.00%,0.00%,NA,0.00%
24322,Collin Hartman,Indiana,2014,13.33%,25.00%,10.00%,0.00%,37.50%,76.67%,47.83%,37.70%
24322,Collin Hartman,Indiana,2015,21.21%,85.71%,36.36%,33.33%,50.00%,42.42%,42.86%,17.28%
24322,Collin Hartman,Indiana,2017,25.00%,100.00%,25.00%,66.67%,30.00%,50.00%,33.33%,10.53%
24323,Noah Vonleh,Indiana,2013,50.00%,50.00%,30.00%,50.00%,37.50%,20.00%,33.33%,36.36%
24324,Isaiah Hicks,North Carolina,2013,28.57%,50.00%,71.43%,20.00%,27.78%,0.00%,NA,0.00%
24324,Isaiah Hicks,North Carolina,2014,38.89%,64.29%,61.11%,40.91%,21.57%,0.00%,NA,0.00%
24324,Isaiah Hicks,North Carolina,2015,45.45%,70.00%,54.55%,41.67%,12.77%,0.00%,NA,NA
24324,Isaiah Hicks,North Carolina,2016,25.00%,85.71%,75.00%,42.86%,16.54%,0.00%,NA,NA
24325,Solomon Poole,Georgia Tech,2012,12.50%,100.00%,12.50%,100.00%,6.67%,75.00%,0.00%,25.00%
24325,Solomon Poole,Georgia Tech,2013,0.00%,NA,25.00%,25.00%,28.57%,75.00%,25.00%,21.05%
24325,Solomon Poole,Florida Atlantic,2014,5.48%,50.00%,47.95%,17.14%,39.33%,46.58%,26.47%,28.57%
24325,Solomon Poole,Florida Atlantic,2015,22.03%,53.85%,32.20%,42.11%,33.33%,45.76%,29.63%,29.67%
24326,Phillip Taylor,Florida International,2010,12.00%,0.00%,4.00%,0.00%,8.33%,84.00%,38.10%,56.76%
24326,Phillip Taylor,Florida International,2011,8.20%,30.00%,31.97%,30.77%,41.94%,59.84%,30.14%,46.79%
24328,Andrew Mitchell,Iowa State,2010,0.00%,NA,0.00%,NA,0.00%,100.00%,0.00%,100.00%
24331,Walter Pitchford,Florida,2011,50.00%,0.00%,50.00%,0.00%,16.67%,0.00%,NA,0.00%
24331,Walter Pitchford,Nebraska,2013,11.11%,66.67%,38.89%,38.10%,35.59%,50.00%,51.85%,28.13%
24331,Walter Pitchford,Nebraska,2014,5.36%,100.00%,21.43%,66.67%,21.43%,73.21%,21.95%,34.45%
24333,Kevin Perry,UTEP,2010,NA,NA,NA,NA,0.00%,NA,NA,NA
24333,Kevin Perry,UTEP,2011,0.00%,NA,100.00%,0.00%,33.33%,0.00%,NA,NA
24337,Ify Umodu,Northern Arizona,2010,NA,NA,NA,NA,0.00%,NA,NA,NA
24338,Matt Cline,South Alabama,2010,NA,NA,NA,NA,NA,NA,NA,0.00%
24339,Kevin Thomas (2),Troy,2013,59.57%,53.57%,40.43%,47.37%,31.67%,0.00%,NA,NA
24339,Kevin Thomas (2),Troy,2014,64.29%,55.56%,35.71%,40.00%,39.22%,0.00%,NA,0.00%
24345,Kevin Pangos,Gonzaga,2011,14.29%,57.14%,29.59%,34.48%,43.94%,56.12%,38.18%,27.92%
24345,Kevin Pangos,Gonzaga,2012,22.58%,35.71%,25.81%,37.50%,30.19%,51.61%,28.13%,21.48%
24345,Kevin Pangos,Gonzaga,2013,22.11%,47.62%,21.05%,30.00%,31.25%,56.84%,40.74%,28.27%
24345,Kevin Pangos,Gonzaga,2014,10.29%,57.14%,32.35%,40.91%,41.51%,57.35%,46.15%,26.90%
24347,Przemek Karnowski,Gonzaga,2012,40.74%,81.82%,59.26%,37.50%,29.09%,0.00%,NA,NA
24347,Przemek Karnowski,Gonzaga,2013,33.93%,84.21%,64.29%,52.78%,32.73%,1.79%,0.00%,100.00%
24347,Przemek Karnowski,Gonzaga,2014,40.00%,70.83%,58.33%,48.57%,38.46%,1.67%,100.00%,100.00%
24347,Przemek Karnowski,Gonzaga,2015,66.67%,75.00%,33.33%,25.00%,40.00%,0.00%,NA,NA
24347,Przemek Karnowski,Gonzaga,2016,52.70%,51.28%,47.30%,42.86%,28.46%,0.00%,NA,0.00%
24348,Chase Fischer,Wake Forest,2011,5.26%,0.00%,28.95%,45.45%,34.38%,65.79%,20.00%,22.52%
24348,Chase Fischer,Wake Forest,2012,3.57%,100.00%,17.86%,20.00%,26.32%,78.57%,36.36%,28.57%
24348,Chase Fischer,Brigham Young,2014,12.24%,50.00%,22.45%,27.27%,17.74%,65.31%,37.50%,12.90%
24348,Chase Fischer,Brigham Young,2015,24.00%,55.56%,21.33%,37.50%,15.69%,54.67%,29.27%,13.44%
24349,Rodney Cooper,Alabama,2011,12.70%,25.00%,26.98%,41.18%,37.78%,60.32%,31.58%,55.07%
24349,Rodney Cooper,Alabama,2012,14.02%,73.33%,42.99%,34.78%,34.59%,42.99%,26.09%,34.59%
24349,Rodney Cooper,Alabama,2013,10.26%,62.50%,39.74%,12.90%,45.59%,50.00%,25.64%,35.45%
